ranking_2025,nit,razon_social,supervisor,región,departamento_domicilio,ciudad_domicilio,ciiu,macrosector,ingresos_operacionales_2025,ganancia_pérdida_2025,total_activos_2025,total_pasivos_2025,total_patrimonio_2025,ingresos_operacionales_2024,ganancia_pérdida_2024,total_activos_2024,total_pasivos_2024,total_patrimonio_2024,ranking_20251
8264,900527685,MULTIPLIKA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,28206000,329000,20264000,16304000,3960000,22775000.0,171000.0,15100000.0,11469000.0,3631000.0,8264
8265,805023030,FERROELECTRICOS MEDELLIN SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,28203203,617182,12879710,4454592,8425118,23105814.0,482435.0,11520751.0,3712815.0,7807936.0,8265
8266,830045893,TECNICOSTURA S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,28189397,1347889,13389105,5717752,7671353,24108315.0,738211.0,12522717.0,5936253.0,6586464.0,8266
8267,900645824,DG ANDINA AUTOMOTRIZ S.A.S EN ACUERDO DE REORGANIZACIÓN,SUPERSOCIEDADES,EJE CAFETERO,CALDAS,MANIZALES-CALDAS,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,28187182,296370,8269238,8057956,211282,24642049.0,-529873.0,7274493.0,7359581.0,-85088.0,8267
8268,830128610,E-MOTION GLOBAL S.A.S,SUPERTRANSPORTE,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COTA,M7310 - Publicidad,SERVICIOS,28180392,196736,19138097,13744337,5393760,23315343.821000002,116654.022,17164329.372,11967304.832,5197024.54,8268
8269,890301071,TRANSPORTES CENTRO VALLE S.A.S.,SUPERTRANSPORTE,PACÍFICO,VALLE DEL CAUCA,YUMBO,H4923 - Transporte de carga por carretera,SERVICIOS,28177011,1598828,29073409,10905195,18168215,25464950.046,1423139.685,30750771.141,12530878.136,18219893.006,8269
8270,813005241,INCINERADOS DEL HUILA SAS E.S.P.-INCIHUILA S.A.S. ESP,SUPERTRANSPORTE,CENTRO,HUILA,NEIVA,E3812 - Recolección de desechos peligrosos,SERVICIOS,28176072,993152,24044204,10547890,13496314,35660663.715,1128610.025,26296314.035,13484993.536,12811320.499,8270
8271,830047078,SIEGWER COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,FUNZA-CUNDINAMARCA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,28171266,1434204,16970352,8321563,8648789,27554296.0,2055535.0,17922474.0,10707889.0,7214585.0,8271
8272,900532343,INVERSIONES GAFREMOL S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,COMERCIO,28167531,2032663,39117798,9840031,29277767,22871975.0,1276774.0,34914893.0,7669789.0,27245104.0,8272
8273,900128725,AVALES Y CREDITOS S.A,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",SERVICIOS,28161956,8704250,99705144,17306265,82398879,25361068.0,6926758.0,106152817.0,32389512.0,73763305.0,8273
8274,900202168,WELCH ALLYN COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,28156367,4283136,34154792,20127505,14027287,19477181.0,-466194.0,36525494.0,26781343.0,9744151.0,8274
8275,890936560,DEMETALICOS SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ITAGUI-ANTIOQUIA,C3110 - Fabricación de muebles,MANUFACTURA,28154859,1383669,36073904,20562056,15511848,28399067.0,564427.0,36167360.0,21818471.0,14348889.0,8275
8276,830051441,PC MAC SERVICIOS Y VENTAS S.A,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",COMERCIO,28152173,835394,24945855,12608246,12337609,20341003.0,1257224.0,20004344.0,8524706.0,11479638.0,8276
8277,900553426,COLCAJICA MERCANTIL SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,28150555,587385,5366102,4180052,1186050,17305228.0,176630.0,3265695.0,2667030.0,598665.0,8277
8278,900519959,IMPORTADORA EL IMPERIO SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,28149315,803402,11151901,6883875,4268026,22225077.0,672673.0,7080906.0,3616282.0,3464624.0,8278
8279,811011956,SERVICIOS POSTALES ESPECIALIZADOS S.A.S.,SUPERTRANSPORTE,ANTIOQUIA,ANTIOQUIA,MEDELLÍN,H5229 - Otras actividades complementarias al transporte,SERVICIOS,28143135,43576,9029867,4898064,4131803,26507495.229,237808.545,7440303.532,3352076.481,4088227.051,8279
8280,900429573,FERRETERIA Y VARIEDADES MAURO SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,28141948,304673,10299284,5585242,4714042,18867110.0,173907.0,8117362.0,3707993.0,4409369.0,8280
8281,800224617,FERREINOX S.A.S. BIC,SUPERSOCIEDADES,EJE CAFETERO,RISARALDA,PEREIRA-RISARALDA,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,28140158,248538,10270051,7012056,3257995,24813333.0,520992.0,8941391.0,5897826.0,3043565.0,8281
8282,900259991,SANTA MONICA Y SERVICIOS SA,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,28133010,374635,9186888,2724724,6462164,27233199.0,412043.0,8344797.0,2791570.0,5553227.0,8282
8283,900334771,LOGAN DRILLING COLOMBIA SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,B0990 - Actividades de apoyo para otras actividades de explotación de minas y canteras,MINERO,28120861,-285555,23123979,11953847,11170132,20611945.0,-743834.0,21182082.0,9726396.0,11455686.0,8283
8284,816007746,FAM SOCIEDAD POR ACCIONES SIMPLIFICADAS,SUPERSOCIEDADES,EJE CAFETERO,RISARALDA,SANTA-ROSA-DE-CABAL-RISARALDA,I5590 - Otros tipos de alojamiento n.c.p.,SERVICIOS,28110445,3987318,26137788,8844169,17293619,25788244.0,3844085.0,22277317.0,5821321.0,16455996.0,8284
8285,832002204,ALMCENES AGROMAX SASCOMPRA Y VENTA DE INSUMOS AGROPECUARIOS S A S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,SUBACHOQUE-CUNDINAMARCA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,28105593,1282966,17218821,8526159,8692662,22268074.0,967526.0,13945949.0,6598377.0,7347572.0,8285
8286,901399676,INVERSIONES AGROPECUARIAS LOM S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4723 - Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",COMERCIO,28103094,15553,26842129,8351447,18490682,26161760.0,-312631.0,24542179.0,9130387.0,15411792.0,8286
8287,800222844,RADIOIMAGENES RADIOLOGOS ASOCIADOS SAS,SUPERSOCIEDADES,CARIBE,MAGDALENA,SANTA-MARTA-MAGDALENA,"Q8621 - Actividades de la práctica médica, sin internación",SERVICIOS,28096763,2190740,29698410,8996564,20701846,27218145.0,3264308.0,26092277.0,6916272.0,19176005.0,8287
8288,900064857,INGENICO COLOMBIA LTDA.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",COMERCIO,28096311,2487411,23239768,6263569,16976199,14605507.0,1687189.0,16906023.0,2417237.0,14488786.0,8288
8289,830136939,BLOOMS DIRECT S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,LA-CEJA-ANTIOQUIA,A0125 - Cultivo de flor de corte,AGROPECUARIO,28095461,-10376246,22776801,31795717,-9018916,38871210.0,318075.0,36830566.0,35473236.0,1357330.0,8289
8290,900222640,BIOSCIENCES SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4669 - Comercio al por mayor de otros productos n.c.p.,COMERCIO,28087723,1728719,15247573,7924602,7322971,22610459.0,1277445.0,12644566.0,6988826.0,5655740.0,8290
8291,860600095,FEHRMANN S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COTA-CUNDINAMARCA,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,28085989,1186838,21792859,5364419,16428440,26707792.0,1397965.0,21877106.0,6026040.0,15851066.0,8291
8292,900520444,INVERSIONES INMOBILIARIAS SAN MICHEL S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,RIONEGRO-ANTIOQUIA,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,28077112,20289950,290471507,40479303,249992204,9780075.0,-211170.0,279035277.0,49493000.0,229542277.0,8292
8293,830508017,FULLCARGA COLOMBIA S A S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,J6190 - Otras actividades de telecomunicaciones,SERVICIOS,28072400,-1416027,6778030,4611629,2166401,38205916.0,-2676892.0,8442521.0,7509265.0,933256.0,8293
8294,901192913,DISTRIBUCIONES EL DESCUENTO SAS,SUPERSOCIEDADES,EJE CAFETERO,RISARALDA,PEREIRA-RISARALDA,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",COMERCIO,28071798,728542,12822424,3018807,9803617,25196430.0,139713.0,12197650.0,3122575.0,9075075.0,8294
8295,901177060,ALUICA CONSTRUCCIONES SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,MOSQUERA-CUNDINAMARCA,C2511 - Fabricación de productos metálicos para uso estructural,MANUFACTURA,28065292,1571120,20947143,11305182,9641961,23822633.0,2401833.0,17684599.0,9913758.0,7770841.0,8295
8296,900583716,N&M DISTRIBUCIONES S.A.S.,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,28058843,32090,3914880,2324493,1590387,25707511.0,142674.0,3672879.0,2114582.0,1558297.0,8296
8297,901177741,KOEN PACK COLOMBIA S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,GIRALDO-ANTIOQUIA,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,28047884,1916949,24220185,11922934,12297251,29920731.0,2242465.0,24378959.0,13998657.0,10380302.0,8297
8298,900008783,DISTRIBUIDORA Y COMERCIALIZADORA BERPA SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ENVIGADO-ANTIOQUIA,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,COMERCIO,28040673,349341,4051494,1682333,2369161,21750393.0,148503.0,3829485.0,1809665.0,2019820.0,8298
8299,800091570,MARQUILLAS Y ACCESORIOS S.A. EN REORGANIZACION,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ITAGUI-ANTIOQUIA,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",MANUFACTURA,28035681,1486503,15582758,4471451,11111307,26143700.0,1462402.0,15332171.0,5707368.0,9624803.0,8299
8300,901361537,LOGGRO S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ITAGUI-ANTIOQUIA,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",SERVICIOS,28029913,1235441,53829154,15989277,37839877,24818977.0,107584.0,54627825.0,14792679.0,39835146.0,8300
8301,901554189,LATAM AIRLINES ECUADOR S.A. SUCURSAL COLOMBIA,SUPERTRANSPORTE,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"BOGOTÁ, D.C.",H5112 - Transporte aéreo internacional de pasajeros,SERVICIOS,28025071,-3061162,27491858,17291879,10199979,32304143.0,5191979.0,52967002.0,37342699.0,15624303.0,8301
8302,860402618,LADRILLERA OVINDOLI SA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COGUA-CUNDINAMARCA,C2392 - Fabricación de materiales de arcilla para la construcción,MANUFACTURA,28024997,1400893,23522180,14625566,8896614,26746425.0,1028658.0,22217777.0,13872056.0,8345721.0,8302
8303,901146795,INVERSIONES SAHARA NORTE S.A.S.,SUPERSOCIEDADES,CARIBE,MAGDALENA,SANTA-MARTA-MAGDALENA,A0122 - Cultivo de plátano y banano,AGROPECUARIO,28024979,-4536178,32294839,5053420,27241419,35682606.0,239506.0,32513014.0,8661417.0,23851597.0,8303
8304,890917007,OPTIMA S.A VIVIENDA Y CONSTRUCCION EN REORGANIZACION,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,28023729,-5854343,154030699,107003373,47027326,46765500.0,259060.0,170128979.0,120328683.0,49800296.0,8304
8305,900427821,GRANULADOS Y CARBONES S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,28023401,1061811,9675464,609428,9066036,25168544.0,625299.0,8730464.0,726239.0,8004225.0,8305
8306,900115154,INVERSIONES JAF SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4799 - Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados",COMERCIO,28009235,27341527,55670749,2288288,53382461,4030714.0,3950627.0,32757111.0,6671848.0,26085263.0,8306
8307,900584804,CAPRIS COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,FUNZA-CUNDINAMARCA,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,27999637,2548080,20451737,9335241,11116496,20288839.0,985408.0,23524111.0,14955695.0,8568416.0,8307
8308,860079486,CLARIPACK S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,27982582,1693034,25123130,8946583,16176547,26581104.0,2563543.0,24205887.0,8787933.0,15417954.0,8308
8309,900363378,SOCIEDAD PORTUARIA RIO GRANDE S.A.,SUPERTRANSPORTE,CARIBE,ATLÁNTICO,BARRANQUILLA,H5222 - Actividades de puertos y servicios complementarios para el transporte acuático,SERVICIOS,27977563,-15564446,253121539,192455201,60666337,36313914.293,-19119641.517,281735319.792,206517272.087,75218047.705,8309
8310,900009507,RTA PUNTO TAXI SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",SERVICIOS,27972277,1629474,99201354,91791657,7409697,23274833.0,1477360.0,97278911.0,82222238.0,15056673.0,8310
8311,800085526,VIGILANCIA ACOSTA LTDA,SUPERVIGILANCIA,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"11001 - BOGOTA-BOGOTA, D.C.",N8010 - Actividades de seguridad privada,SERVICIOS,27969029,1219878,22516330,5481357,17034973,28772788.0,568644.0,21787670.0,5960590.0,15827080.0,8311
8312,890917032,TINTORERIA INDUSTRIAL TEÑIMOS SA,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C1313 - Acabado de productos textiles,MANUFACTURA,27960336,-339626,16442624,12276950,4165674,27661471.0,337771.0,14198570.0,9693270.0,4505300.0,8312
8313,900195994,DIAGNOSTICO Y DISTRIBUCION GENERAL DE EQUIPOS ELECTRICOS LTDA CUYA SIGLA S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C3314 - Mantenimiento y reparación especializado de equipo eléctrico,MANUFACTURA,27957779,914696,16697279,8344599,8352680,22752912.0,2373865.0,15962523.0,8524539.0,7437984.0,8313
8314,830508261,C.I. JYJ DISTRIBUCIONES S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,27954906,79749,7165370,4511400,2653970,24715480.0,380288.0,7707894.0,5133673.0,2574221.0,8314
8315,860503565,LA INSTRUMENTADORA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,27950098,-268513,35947197,17822590,18124607,37671822.0,1894665.0,35845152.0,17452032.0,18393120.0,8315
8316,830095970,DISTRIBUIDORA Y EDITORA RICHMOND SA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,J5811 - Edición de libros,SERVICIOS,27939985,1493674,32194435,26494787,5699648,22506387.0,1484662.0,24091598.0,19744625.0,4346973.0,8316
8317,900935440,ELECTROVAL COLOMBIA SAS,SUPERSOCIEDADES,EJE CAFETERO,RISARALDA,PEREIRA-RISARALDA,G4690 - Comercio al por mayor no especializado,COMERCIO,27938165,2100447,6309897,908823,5401074,23573883.0,1660293.0,16127871.0,12227244.0,3900627.0,8317
8318,805004889,STOLLER COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,27932491,2204686,27650857,13182925,14467932,28946226.0,284161.0,40519886.0,28256640.0,12263246.0,8318
8319,900773249,PROMOTORA INMOBILIARIA TERRITORIO VERDE S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,27928611,-461991,253926620,248029257,5897363,6010807.0,-1455313.0,204877212.0,198820457.0,6056755.0,8319
8320,900197910,SOAIN SOFTWARE ASSOCIATES S A S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,SERVICIOS,27927191,74025,35728294,27040034,8688260,26842130.0,58295.0,35050675.0,26400921.0,8649754.0,8320
8321,900995885,DISTRIALIMENTOS DE OCCIDENTE SAS,SUPERSOCIEDADES,AMAZONÍA,CAQUETÁ,EL-PAUJIL-CAQUETA,C1040 - Elaboración de productos lácteos,MANUFACTURA,27926776,477930,3548665,1489586,2059079,28471767.0,414527.0,3680077.0,2004318.0,1675759.0,8321
8322,860058433,TORNILLERIA INDUSTRIA LTDA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COTA-CUNDINAMARCA,C3110 - Fabricación de muebles,MANUFACTURA,27922097,974655,23931415,7811023,16120392,25669735.0,744402.0,22644561.0,7498824.0,15145737.0,8322
8323,900614243,FADEPLAST BUGA SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,BUGA-VALLE,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,27919480,1872034,14246362,9134180,5112182,26386172.0,1330688.0,13870931.0,9665123.0,4205808.0,8323
8324,830126738,KORAL GROUP E U,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,27917028,95182,10323317,6566269,3757048,28858604.0,211090.0,11144805.0,7459575.0,3685230.0,8324
8325,900450156,DELTA ELECTRONICS COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",COMERCIO,27916122,4809187,32266172,10459897,21806275,41460407.0,3356128.0,40895930.0,23898842.0,16997088.0,8325
8326,806000913,SESCARIBE S.A.S.,SUPERTRANSPORTE,CARIBE,BOLÍVAR,CARTAGENA DE INDIAS,H5224 - Manipulación de carga,SERVICIOS,27911310,1342566,7013033,5353816,1659217,23383036.626,1820255.836,6511142.798,4374235.591,2136907.207,8326
8327,901554184,ALUMBRADO PUBLICO DE YUMBO SEM SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,YUMBO-VALLE,F4321 - Instalaciones eléctricas,CONSTRUCCIÓN,27909612,-350947,23166602,21576293,1590309,12212247.0,-114043.0,22906468.0,20965211.0,1941257.0,8327
8328,890918159,ITINTORERIA COLOMBIANA SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,C1313 - Acabado de productos textiles,MANUFACTURA,27903000,185000,25439000,13834000,11605000,28336000.0,457000.0,26356000.0,14936000.0,11420000.0,8328
8329,900991946,INVERSIONES FZZ SAS,SUPERSOCIEDADES,EJE CAFETERO,CALDAS,MANIZALES-CALDAS,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,27902383,486294,6850089,3814418,3035671,24346187.0,219932.0,6270656.0,3721279.0,2549377.0,8329
8330,800047359,IINR INVERSIONES REINOSO Y CIA LTDA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",MANUFACTURA,27900776,2124067,23215482,8599553,14615929,25717077.0,1974258.0,21612527.0,9120665.0,12491862.0,8330
8331,901038619,YABER INVESTMENTS S.A.S.,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,BARRANQUILLA,F4112 - Construcción de edificios no residenciales,CONSTRUCCIÓN,27900083,939066,21032805,12611307,8421498,21997679.0,646743.0,19039897.0,11557465.0,7482432.0,8331
8332,900624777,ACEROS Y MALLAS DE COLOMBIA S.A.S.,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,YUMBO-VALLE,C2511 - Fabricación de productos metálicos para uso estructural,MANUFACTURA,27889834,240649,9624175,8248811,1375364,30693525.0,91917.0,,,,8332
8333,800211883,MINA LA MARGARITA SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,CALDAS-ANTIOQUIA,B0510 - Extracción de hulla (carbón de piedra),MINERO,27883617,615791,30814834,7275903,23538931,30053748.0,2692490.0,30163795.0,7240655.0,22923140.0,8333
8334,800070965,COMPAÑIA INVERSORA COLMENA S A,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,K6613 - Otras actividades relacionadas con el mercado de valores,SERVICIOS,27874313,22465957,310325194,6273095,304052099,25948012.0,22068497.0,283340785.0,2755265.0,280585520.0,8334
8335,900353939,"REUESTOS, ACCESORIOS Y LUBRICANTES BONAPARTE SAS",SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",COMERCIO,27862231,2568748,9664764,4814303,4850461,28175529.0,749255.0,9508077.0,7226114.0,2281963.0,8335
